search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
8570	Hs_Plk1wt_Phospho_Silac	Non Cancer Cell Lines	Oppermann et al. (2012)	22199227	
8571	Hs_Plk1as_Phospho_Silac	Non Cancer Cell Lines	Oppermann et al. (2012)	22199227	
8569	Hs_Hela_Phospho_Trypsin	Cancer Cell Lines, Other Female Reproductive Organ	Bian et al. (2012)	22468782	
8568	Hs_Hela_Phospho_Gluc	Cancer Cell Lines, Other Female Reproductive Organ	Bian et al. (2012)	22468782	
8567	Hs_Hela_CellCycle_Phospho	Cancer Cell Lines, Other Female Reproductive Organ	Olsen et al. (2010)	20068231	
8566	Hs_HESC_Phospho_Silac_PMA_2r	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8562	Hs_HESC_Phospho_Silac_PMA_2	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8564	Hs_HESC_Phospho_Silac_PMA_1r	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8563	Hs_HESC_Phospho_Silac_PMA_1	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8565	Hs_HESC_Phospho_Silac_NCM_2r	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8561	Hs_HESC_Phospho_Silac_NCM_2	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8560	Hs_HESC_Phospho_Silac_NCM_1r	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8559	Hs_HESC_Phospho_Silac_NCM_1	Non Cancer Cell Lines	Rigbolt et al. (2011)	21406692	
8557	Hs_Hela_Tyr_unstimulated	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8556	Hs_Hela_Tyr_Pervanadate	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8558	Hs_Hela_unstimulated	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8554	Hs_Hela_Tyr_EGF	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8555	Hs_Hela_Tyr_Mitosis	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8553	Hs_Hela_Mitosis	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8552	Hs_Hela_EGF	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2014)	25159151	PXD000612
8550	Hs_Brain_Phospho	Brain	Tan et al. (2015)	25307156	PXD001180
8548	Hs_Phospho_Trypsin_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8547	Hs_Phospho_Trypsin_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8545	Hs_Phospho_LysC_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8546	Hs_Phospho_LysC_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8551	Hs_Phospho_GluC_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8544	Hs_Phospho_GluC_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8542	Hs_Phospho_Chymotrypsin_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8543	Hs_Phospho_Chymotrypsin_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8541	Hs_Phospho_AspN_ETD	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8540	Hs_Phospho_AspN_CID	Cancer Cell Lines, Blood	Giansanti et al. (2015)	26074081	PXD001428
8539	Hs_MitoticExit_Phos_Silac_IT	Cancer Cell Lines, Other Female Reproductive Organ	McCloy et al. (2015)	26055452	PXD001559
8538	Hs_MitoticExit_Phos_Silac_HCD	Cancer Cell Lines, Other Female Reproductive Organ	McCloy et al. (2015)	26055452	PXD001559
8535	Hs_K562_Ti-IMAC-HILIC_2D_ITETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8529	Hs_K562_Ti-IMAC-HILIC_2D_FTETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8534	Hs_K562_Ti-IMAC_1D_ITETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8528	Hs_K562_Ti-IMAC_1D_FTETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8533	Hs_K562-Ti-IMAC-HILIC_3D_ITETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8532	Hs_K562-Ti-IMAC-HILIC_3D_FTETD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8536	Hs_Hela-Ti-IMAC-HILIC_2D_ITETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8531	Hs_Hela-Ti-IMAC-HILIC_2D_FTETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8527	Hs_Hela-Ti-IMAC_1D_ITETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8526	Hs_Hela-Ti-IMAC_1D_FTETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8530	Hs_Hela-Ti-IMAC-HILIC_3D_ITETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8537	Hs_Hela-Ti-IMAC-HILIC_3D_FTETD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8524	Hs_NSC_phospho	Non Cancer Cell Lines	Hou et al. (2013)	23756949	
8523	Hs_hESC_phospho	Non Cancer Cell Lines	Hou et al. (2013)	23756949	
8521	Hs_platelets_Phospho_PLPC	Blood Cells	Zimman et al. (2014)	24400094	PXD000451
8519	Hs_platelets_Phospho_KODA-PC	Blood Cells	Zimman et al. (2014)	24400094	PXD000451
8520	Hs_platelets_Phospho_Thrombin	Blood Cells	Zimman et al. (2014)	24400094	PXD000451
8518	Hs_platelets_Phospho_Control	Blood Cells	Zimman et al. (2014)	24400094	PXD000451
8517	Hs_BCell_Phospho_ORBI	Cancer Cell Lines, Blood			PXD000658
8516	Hs_BCell_Phospho_FT	Cancer Cell Lines, Blood	Rolland et al. (2014)	24667141	PXD000658
8515	Hs_CRC_iTRAQ_ITCID	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8514	Hs_CRC_iTRAQ_HCD	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8512	Hs_HCT116_iTRAQ_ITCID	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8513	Hs_HCT116_iTRAQ_HCD	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8510	Hs_HCT116_phospho_iTRAQ_ITCID	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8511	Hs_HCT116_phospho_iTRAQ_HCD	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8509	Hs_CRC_phospho_iTRAQ_ITCID	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8508	Hs_CRC_phospho_iTRAQ_HCD	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8375	CFT_pH4-7_R2	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8374	CFT_pH4-7_R1	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8372	CFT_pH3-4_R1	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8373	CFT_pH3-4_R2	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8371	CFT_pH3-10_R2	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8370	CFT_pH3-10_R1	Blood Plasma	Tan et al. (2013)	23082986	PASS00231
8367	HBPP_NormalControl_Phos	Brain	Garris et al. (2013)	24076635	PASS00275
8366	HBPP_MultipleSclerosis_Phos	Brain	Garris et al. (2013)	24076635	PASS00275
8365	Hs_PFrontalCortex_Silac	Brain	MacDonald et al. (2012)	22942359	PXD000004
8364	Hs_GBA1_iPSC_6plex	Brain	Schöndorf et al. (2014)	24905578	PXD000866
8363	Hs_SubstantiaNigra_TMT6plex	Brain	Licker et al. (2014)	24449343	PXD000427
8362	Hs_Glioblastoma	Cancer, Brain	Turtoi et al. (2014)	25325876	PXD001398
8361	Hs_U1snRNP_AD	Brain	Bai et al. (2013)	24023061	PXD000067
8360	Hs_Brain_ALT	Brain	Martins-de-Souza et al. (2014)	24274931	PXD000548
8359	Hs_Brain_CC	Brain	Martins-de-Souza et al. (2014)	24274931	PXD000547
8358	Hs_Normal_Retina	Eye	Zhang et al. (2014)	25407473	PXD001242
8357	Hs_Plasma_iTRAQ4plex	Blood Plasma	Helgeland et al. (2014)	25333471	PXD000605
8495	Hs_Phospho_Hela_ETD	Cancer Cell Lines, Other Female Reproductive Organ	de Graaf et al. (2014)	24850871	PXD000293
8494	Hs_Phospho_Hela_CID	Cancer Cell Lines, Other Female Reproductive Organ	de Graaf et al. (2014)	24850871	PXD000293
8493	Hs_Phospho_Jurkat_ETD	Cancer Cell Lines, Blood	de Graaf et al. (2014)	24850871	PXD000293
8497	Hs_Phospho_Jurkat_CID	Cancer Cell Lines, Blood	de Graaf et al. (2014)	24850871	PXD000293
9789	Ovarian_Cancer_iTRAQ_PNNL_1	Cancer, Ovary	Bell et al. (2011)	21720365	
9792	Ovarian_Cancer_iTRAQ_JHUZ_1	Cancer, Ovary	Bell et al. (2011)	21720365	
9791	Ovarian_Cancer_iTRAQ_Glyco	Cancer, Ovary	Bell et al. (2011)	21720365	
8503	Ovarian_Cancer_iTRAQ_Phospho	Cancer, Ovary	Bell et al. (2011)	21720365	
8341	Hs_HCC_r3	Cancer Cell Lines, Liver	Chang C, et al. (2014)	24256510	PXD000535
8340	Hs_HCC_r2	Cancer Cell Lines, Liver	Chang C, et al. (2014)	24256510	PXD000533
8339	Hs_HCC_r1	Cancer Cell Lines, Liver	Chang C, et al. (2014)	24256510	PXD000529
7992	HS_CSF_microvesicles	Cerebrospinal Fluid	Chiasserini et al. (2014)	24769233	PXD000608
7991	Hs_Albuminome_CSF	Cerebrospinal Fluid	Holewinski et al. (2013)	23300121	PXD000036
7990	Hs_Albuminome_Serum	Blood Plasma	Holewinski et al. (2013)	23300121	PXD000036
7989	Hs_Plasma_Mixed-Mode-Depleted	Blood Plasma	Guldbrandsen et al. (2014)	25038066	PXD000657
7988	Hs_Plasma_Mixed-Mode-Bound	Blood Plasma	Guldbrandsen et al. (2014)	25038066	PXD000656
7987	Hs_CSF_Mixed-Mode-Bound	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000655
7986	Hs_CSF_Mixed-Mode_Depleted	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000654
7985	Hs_CSF_Glyco_Mixed-Mode	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000653
7984	Hs_CSF_Depletion_Gel	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000652
7983	Hs_CSF_Gel-Bound	Cerebrospinal Fluid	Guldbrandsen et al. (2014)	25038066	PXD000651
9569	Hs_Retinal_stem_cell_iTRAQ_3	Non Cancer Cell Lines	Wilhelm et al. (2014)	24870543	PXD000865
9568	Hs_Retinal_stem_cell_iTRAQ_2	Non Cancer Cell Lines	Wilhelm et al. (2014)	24870543	PXD000865
9570	Hs_Retinal_stem_cell_iTRAQ_1	Non Cancer Cell Lines	Wilhelm et al. (2014)	24870543	PXD000865
9563	Hs_Primary_T-cells_TMT6plex	Blood Cells	Wilhelm et al. (2014)	24870543	PXD000865
9562	Hs_Placenta_TMT6_Cellzome_1	Placenta	Wilhelm et al. (2014)	24870543	PXD000865
9561	Hs_Placenta_iTRAQ_Cellzome	Placenta	Wilhelm et al. (2014)	24870543	PXD000865
9559	Hs_Placenta_TMT6_Cellzome_2	Placenta	Wilhelm et al. (2014)	24870543	PXD000865
8491	Hs_MCF-7_phospho_TMT6plex	Cancer Cell Lines, Breast	Wilhelm et al. (2014)	24870543	PXD000865
9551	Hs_MCF-7-3_TMT6plex	Cancer Cell Lines, Breast	Wilhelm et al. (2014)	24870543	PXD000865
9550	Hs_MCF-7-2_TMT6plex	Cancer Cell Lines, Breast	Wilhelm et al. (2014)	24870543	PXD000865
9543	Hs_iES_cardiomyocytes_Cellzome	Non Cancer Cell Lines	Wilhelm et al. (2014)	24870543	PXD000865
9534	Hs_B-lymphocytes_TMT6plex	Blood Cells	Wilhelm et al. (2014)	24870543	PXD000865
8492	Hs_A204_phospho_TMT6plex	Cancer Cell Lines, Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9536	Hs_Cerebral_cortex	Brain	Wilhelm et al. (2014)	24870543	PXD000865
9533	Hs_Ascites	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9588	Hs_Vulva	Other Female Reproductive Organ	Wilhelm et al. (2014)	24870543	PXD000865
9535	Hs_Cardia	Digestive System	Wilhelm et al. (2014)	24870543	PXD000865
9538	Hs_Colon	Digestive System	Wilhelm et al. (2014)	24870543	PXD000865
9587	Hs_Uterus_pre-menopause	Other Female Reproductive Organ	Wilhelm et al. (2014)	24870543	PXD000865
9586	Hs_Uterus_post-menopause	Other Female Reproductive Organ	Wilhelm et al. (2014)	24870543	PXD000865
9585	Hs_Tube	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9580	Hs_Testis_chymotrypsin_hSAX	Testis	Wilhelm et al. (2014)	24870543	PXD000865
9579	Hs_Testis_chymotrypsin	Testis	Wilhelm et al. (2014)	24870543	PXD000865
9575	Hs_Spleen_chymotrypsin	Spleen	Wilhelm et al. (2014)	24870543	PXD000865
9574	Hs_Skin	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9571	Hs_Saliva	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9567	Hs_Rectum	Digestive System	Wilhelm et al. (2014)	24870543	PXD000865
9564	Hs_Prostate_chymotrypsin	Other Male Reproductive Organ	Wilhelm et al. (2014)	24870543	PXD000865
9566	Hs_Prostate_LysC	Other Male Reproductive Organ	Wilhelm et al. (2014)	24870543	PXD000865
9565	Hs_Prostate	Other Male Reproductive Organ	Wilhelm et al. (2014)	24870543	PXD000865
9555	Hs_Ovary_chymotrypsin	Ovary	Wilhelm et al. (2014)	24870543	PXD000865
9556	Hs_Ovary	Ovary	Wilhelm et al. (2014)	24870543	PXD000865
9554	Hs_Oral_cavity	Digestive System	Wilhelm et al. (2014)	24870543	PXD000865
9553	Hs_Nasopharynx	Other Respiratory Organ	Wilhelm et al. (2014)	24870543	PXD000865
9552	Hs_Milk	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9549	Hs_Lymph_node	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9584	Hs_Tonsil	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9583	Hs_Thyroid_gland	Thyroid Gland	Wilhelm et al. (2014)	24870543	PXD000865
9582	Hs_Testis_LysC	Testis	Wilhelm et al. (2014)	24870543	PXD000865
9581	Hs_Testis	Testis	Wilhelm et al. (2014)	24870543	PXD000865
9578	Hs_Stomach	Digestive System	Wilhelm et al. (2014)	24870543	PXD000865
9577	Hs_Spleen_LysC	Spleen	Wilhelm et al. (2014)	24870543	PXD000865
9576	Hs_Spleen	Spleen	Wilhelm et al. (2014)	24870543	PXD000865
9573	Hs_Seminal_vesicle	Other Male Reproductive Organ	Wilhelm et al. (2014)	24870543	PXD000865
9572	Hs_Salivary_gland	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9560	Hs_Placenta	Placenta	Wilhelm et al. (2014)	24870543	PXD000865
9558	Hs_Pancreas	Pancreas	Wilhelm et al. (2014)	24870543	PXD000865
9557	Hs_Ovary_LysC	Ovary	Wilhelm et al. (2014)	24870543	PXD000865
9548	Hs_Lung	Lung	Wilhelm et al. (2014)	24870543	PXD000865
9545	Hs_Liver_chymotrypsin	Liver	Wilhelm et al. (2014)	24870543	PXD000865
9547	Hs_Liver_LysC	Liver	Wilhelm et al. (2014)	24870543	PXD000865
9546	Hs_Liver	Liver	Wilhelm et al. (2014)	24870543	PXD000865
9544	Hs_Kidney	Kidney	Wilhelm et al. (2014)	24870543	PXD000865
9542	Hs_Hair_follicle_chymotrypsin	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9541	Hs_Gall_bladder	Digestive System	Wilhelm et al. (2014)	24870543	PXD000865
9540	Hs_Esophagus	Digestive System	Wilhelm et al. (2014)	24870543	PXD000865
9537	Hs_Cervix_uteri	Other Female Reproductive Organ	Wilhelm et al. (2014)	24870543	PXD000865
9539	Hs_Earwax	Other Anatomical Entities	Wilhelm et al. (2014)	24870543	PXD000865
9532	Hs_Adrenal_gland	Adrenal Gland	Wilhelm et al. (2014)	24870543	PXD000865
9797	Hs_HEK293_Try_HCD	Non Cancer Cell Lines	Guo et al. (2014)	24696503	PXD000900
9796	Hs_HEK293_Try_CID	Non Cancer Cell Lines	Guo et al. (2014)	24696503	PXD000900
9795	Hs_HEK293_nonSpecific_CID	Non Cancer Cell Lines	Guo et al. (2014)	24696503	PXD000900
9794	Hs_HEK293_LysC_HCD	Non Cancer Cell Lines	Guo et al. (2014)	24696503	PXD000900
9793	Hs_HEK293_LysC_CID	Non Cancer Cell Lines	Guo et al. (2014)	24696503	PXD000900
9704	Hs_Hela_nonSpecific_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9703	Hs_Hela_nonSpecific_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9702	Hs_Hela_LysC-Try_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9706	Hs_Hela_Try_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9705	Hs_Hela_Try_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9700	Hs_Hela_LysC_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9701	Hs_Hela_LysC_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9699	Hs_Hela_GluC_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9698	Hs_Hela_GluC_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9697	Hs_Hela_Chytry_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9696	Hs_Hela_Chytry_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9695	Hs_Hela_AspN_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9694	Hs_Hela_AspN_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9693	Hs_Hela_ArgC-Try_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9692	Hs_Hela_ArgC-LysC_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9691	Hs_Hela_ArgC-LysC_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9690	Hs_Hela_ArgC_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9689	Hs_Hela_ArgC_CID	Cancer Cell Lines, Other Female Reproductive Organ	Guo et al. (2014)	24696503	PXD000900
9530	Fetal_Testis_bRP_Elite	Testis	Pinto et al. (2014)	24669763	PXD000561
9528	Fetal_Placenta_bRP_Elite	Placenta	Pinto et al. (2014)	24669763	PXD000561
9525	Fetal_Ovary_bRP_Elite	Ovary	Pinto et al. (2014)	24669763	PXD000561
9523	Fetal_Liver_bRP_Elite	Liver	Pinto et al. (2014)	24669763	PXD000561
9521	Fetal_Heart_bRP_Elite	Heart	Pinto et al. (2014)	24669763	PXD000561
9519	Fetal_Gut_bRP_Elite	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9517	Fetal_Brain_bRP_Elite	Brain	Pinto et al. (2014)	24669763	PXD000561
9516	Adult_Urinarybladder_Gel_Elite	Urinary Bladder	Pinto et al. (2014)	24669763	PXD000561
9515	Adult_Urinarybladder_bRP_Elite	Urinary Bladder	Pinto et al. (2014)	24669763	PXD000561
9514	Adult_Testis_Gel_Elite	Testis	Pinto et al. (2014)	24669763	PXD000561
9513	Adult_Testis_bRP_Elite	Testis	Pinto et al. (2014)	24669763	PXD000561
9512	Adult_Spinalcord_Gel_Elite	Other Anatomical Entities	Pinto et al. (2014)	24669763	PXD000561
9511	Adult_Spinalcord_bRP_Elite	Other Anatomical Entities	Pinto et al. (2014)	24669763	PXD000561
9509	Adult_Retina_Gel_Elite	Eye	Pinto et al. (2014)	24669763	PXD000561
9508	Adult_Retina_bRP_Elite	Eye	Pinto et al. (2014)	24669763	PXD000561
9507	Adult_Rectum_Gel_Elite	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9506	Adult_Rectum_bRP_Elite	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9505	Adult_Prostate_Gel_Elite	Other Male Reproductive Organ	Pinto et al. (2014)	24669763	PXD000561
9504	Adult_Prostate_bRP_Elite	Other Male Reproductive Organ	Pinto et al. (2014)	24669763	PXD000561
9502	Adult_Platelets_Gel_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9500	Adult_Pancreas_Gel_Elite	Pancreas	Pinto et al. (2014)	24669763	PXD000561
9499	Adult_Pancreas_bRP_Elite	Pancreas	Pinto et al. (2014)	24669763	PXD000561
9498	Adult_Ovary_Gel_Elite	Ovary	Pinto et al. (2014)	24669763	PXD000561
9497	Adult_Ovary_bRP_Elite	Ovary	Pinto et al. (2014)	24669763	PXD000561
9495	Adult_NKcells_Gel_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9493	Adult_NKcells_bRP_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9490	Adult_Monocytes_bRP_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9488	Adult_Lung_Gel_Elite	Lung	Pinto et al. (2014)	24669763	PXD000561
9485	Adult_Liver_Gel_Elite	Liver	Pinto et al. (2014)	24669763	PXD000561
9483	Adult_Liver_bRP_Elite	Liver	Pinto et al. (2014)	24669763	PXD000561
9481	Adult_Kidney_Gel_Elite	Kidney	Pinto et al. (2014)	24669763	PXD000561
9478	Adult_Heart_Gel_Elite	Heart	Pinto et al. (2014)	24669763	PXD000561
9476	Adult_Heart_bRP_Elite	Heart	Pinto et al. (2014)	24669763	PXD000561
9475	Adult_Gallbladder_Gel_Elite	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9474	Adult_Gallbladder_bRP_Elite	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9473	Adult_Frontalcortex_Gel_Elite	Brain	Pinto et al. (2014)	24669763	PXD000561
9472	Adult_Frontalcortex_bRP_Elite	Brain	Pinto et al. (2014)	24669763	PXD000561
9469	Adult_Esophagus_bRP_Elite	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9468	Adult_Colon_Gel_Elite	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9467	Adult_Colon_bRP_Elite	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9465	Adult_CD8Tcells_Gel_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9463	Adult_CD8Tcells_bRP_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9460	Adult_CD4Tcells_bRP_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9459	Adult_Bcells_Gel_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9457	Adult_Bcells_bRP_Elite	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9455	Adult_Adrenalgland_Gel_Elite	Adrenal Gland	Pinto et al. (2014)	24669763	PXD000561
9531	Fetal_Testis_Gel_Velos	Testis	Pinto et al. (2014)	24669763	PXD000561
9529	Fetal_Placenta_Gel_Velos	Placenta	Pinto et al. (2014)	24669763	PXD000561
9527	Fetal_Ovary_Gel_Velos	Ovary	Pinto et al. (2014)	24669763	PXD000561
9526	Fetal_Ovary_bRP_Velos	Ovary	Pinto et al. (2014)	24669763	PXD000561
9524	Fetal_Liver_Gel_Velos	Liver	Pinto et al. (2014)	24669763	PXD000561
9522	Fetal_Heart_Gel_Velos	Heart	Pinto et al. (2014)	24669763	PXD000561
9520	Fetal_Gut_Gel_Velos	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9518	Fetal_Brain_Gel_Velos	Brain	Pinto et al. (2014)	24669763	PXD000561
9510	Adult_Retina_Gel_Velos	Eye	Pinto et al. (2014)	24669763	PXD000561
9503	Adult_Platelets_Gel_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9501	Adult_Platelets_bRP_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9496	Adult_NKcells_Gel_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9494	Adult_NKcells_bRP_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9492	Adult_Monocytes_Gel_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9491	Adult_Monocytes_bRP_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9489	Adult_Lung_Gel_Velos	Lung	Pinto et al. (2014)	24669763	PXD000561
9487	Adult_Lung_bRP_Velos	Lung	Pinto et al. (2014)	24669763	PXD000561
9486	Adult_Liver_Gel_Velos	Liver	Pinto et al. (2014)	24669763	PXD000561
9484	Adult_Liver_bRP_Velos	Liver	Pinto et al. (2014)	24669763	PXD000561
9482	Adult_Kidney_Gel_Velos	Kidney	Pinto et al. (2014)	24669763	PXD000561
9480	Adult_Kidney_bRP_Velos	Kidney	Pinto et al. (2014)	24669763	PXD000561
9479	Adult_Heart_Gel_Velos	Heart	Pinto et al. (2014)	24669763	PXD000561
9477	Adult_Heart_bRP_Velos	Heart	Pinto et al. (2014)	24669763	PXD000561
9471	Adult_Esophagus_Gel_Velos	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9470	Adult_Esophagus_bRP_Velos	Digestive System	Pinto et al. (2014)	24669763	PXD000561
9466	Adult_CD8Tcells_Gel_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9464	Adult_CD8Tcells_bRP_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9462	Adult_CD4Tcells_Gel_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9461	Adult_CD4Tcells_bRP_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9458	Adult_Bcells_bRP_Velos	Blood Cells	Pinto et al. (2014)	24669763	PXD000561
9456	Adult_Adrenalgland_Gel_Velos	Adrenal Gland	Pinto et al. (2014)	24669763	PXD000561
9454	Adult_Adrenalgland_bRP_Velos	Adrenal Gland	Pinto et al. (2014)	24669763	PXD000561
7791	HsPlasma_LMF	Blood Plasma	Greening & Simpson (2010)	19782775	
8456	E2-A159-01A_A2-A0T3-01A_A2-A0YD-01A_phospho	Cancer, Breast	Edwards et al. (2015)	25873244	
