search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
6052	Hs_4plex_protein	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6602	HS_iPOP_PBMC2011_SecondBatch_81213151614_r02	Blood Cells	Chen et al. (2012)	22424236	
6609	HS_iPOP_PBMC2011_SerumProteomics_r1	Blood Plasma	Chen et al. (2012)	22424236	
6641	Hs_HEK293_SILAC	Non Cancer Cell Lines	Thakur et al. (2011)	21586754	
6596	HS_IhorB-SP_NOA-3	Other Anatomical Entities	Batruch et al. (2012)	22188163	
6588	Hs_SILAC_H3K27me3_601me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6612	Hs_prostatic_secretion	Other Anatomical Entities	Drake et al. (2010)	20334419	
6640	Hs_HEK293	Non Cancer Cell Lines	Thakur et al. (2011)	21586754	
6600	HS_iPOP_PBMC2011_FirstBatch_r3	Blood Cells	Chen et al. (2012)	22424236	
6608	HS_iPOP_PBMC2011_SecondBatch_879101114_r03	Blood Cells	Chen et al. (2012)	22424236	
6604	HS_iPOP_PBMC2011_SecondBatch_81719202114_r01	Blood Cells	Chen et al. (2012)	22424236	
6584	Hs_Eye_vitreous_humor	Eye	Murthy et al. (2014)	25097467	
8432	Hs_spindle_phospho_silac	Other Anatomical Entities	Malik et al. (2009)	19691289	
6057	Hs_8plex_protein_biorep2	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6056	Hs_8plex_protein_biorep1	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6611	HS_iPOP_PBMC2011_SerumProteomics_r3	Blood Plasma	Chen et al. (2012)	22424236	
6593	Hs_SILAC_H3K9me3_601_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6587	Hs_SILAC_603me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6599	HS_iPOP_PBMC2011_FirstBatch_r2	Blood Cells	Chen et al. (2012)	22424236	
6585	Hs_SILAC_601me_DNA_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
8507	HS_Plk1_Specific_Phos_SILAC	Cancer Cell Lines, Other Female Reproductive Organ	Santamaria et al. (2011)	20860994	
6613	Hs_hair_nail	Other Anatomical Entities	Rice et al. (2010)	20939611	
6607	HS_iPOP_PBMC2011_SecondBatch_879101114_r02	Blood Cells	Chen et al. (2012)	22424236	
6592	Hs_SILAC_H3K9me3_601me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6610	HS_iPOP_PBMC2011_SerumProteomics_r2	Blood Plasma	Chen et al. (2012)	22424236	
6591	Hs_SILAC_H3K4me3_601_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6645	Hs_SILAC_601me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6605	HS_iPOP_PBMC2011_SecondBatch_81719202114_r02	Blood Cells	Chen et al. (2012)	22424236	
6594	HS_IhorB-SP_NOA-1	Other Anatomical Entities	Batruch et al. (2012)	22188163	
6589	Hs_SILAC_H3K27me3_601_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6648	Hs_colorectal	Cancer, Digestive System	Choi et al. (2011)	21630462	
9877	RochePlasma_Combined_40	Blood Plasma			
9876	RochePlasma_Combined_39	Blood Plasma			
9875	RochePlasma_Combined_38	Blood Plasma			
9874	RochePlasma_Combined_37	Blood Plasma			
9873	RochePlasma_Combined_36	Blood Plasma			
9872	RochePlasma_Combined_35	Blood Plasma			
9871	RochePlasma_Combined_34	Blood Plasma			
9870	RochePlasma_Combined_33	Blood Plasma			
9869	RochePlasma_Combined_32	Blood Plasma			
9868	RochePlasma_Combined_31	Blood Plasma			
9867	RochePlasma_Combined_30	Blood Plasma			
9866	RochePlasma_Combined_29	Blood Plasma			
9865	RochePlasma_Combined_28	Blood Plasma			
9864	RochePlasma_Combined_27	Blood Plasma			
9863	RochePlasma_Combined_26	Blood Plasma			
9862	RochePlasma_Combined_25	Blood Plasma			
9861	RochePlasma_Combined_24	Blood Plasma			
9860	RochePlasma_Combined_23	Blood Plasma			
9859	RochePlasma_Combined_22	Blood Plasma			
9858	RochePlasma_Combined_21	Blood Plasma			
9857	RochePlasma_Combined_20	Blood Plasma			
9856	RochePlasma_Combined_19	Blood Plasma			
9855	RochePlasma_Combined_18	Blood Plasma			
9854	RochePlasma_Combined_17	Blood Plasma			
9853	RochePlasma_Combined_16	Blood Plasma			
9852	RochePlasma_Combined_15	Blood Plasma			
9851	RochePlasma_Combined_14	Blood Plasma			
9850	RochePlasma_Combined_13	Blood Plasma			
9849	RochePlasma_Combined_12	Blood Plasma			
9848	RochePlasma_Combined_11	Blood Plasma			
9847	RochePlasma_Combined_10	Blood Plasma			
9846	RochePlasma_Combined_09	Blood Plasma			
9845	RochePlasma_Combined_08	Blood Plasma			
9844	RochePlasma_Combined_07	Blood Plasma			
9843	RochePlasma_Combined_06	Blood Plasma			
9842	RochePlasma_Combined_05	Blood Plasma			
9841	RochePlasma_Combined_04	Blood Plasma			
9840	RochePlasma_Combined_03	Blood Plasma			
9839	RochePlasma_Combined_02	Blood Plasma			
9838	RochePlasma_Combined_01	Blood Plasma			
8430	Hsp90	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2011)	22167270	
6465	Eleven_COM_CellLine	Cancer Cell Lines, Other Anatomical Entities	Geiger et al. (2012)	22278370	PXD002395
6463	Hs_U2OS_Control_Samples_Velos	Cancer Cell Lines, Other Anatomical Entities	Beck et al. (2011)	22068332	
6464	Hs_U2OS_SN_Samples_Velos	Cancer Cell Lines, Other Anatomical Entities	Beck et al. (2011)	22068332	
6631	IMR90_iPS_BioReplica_01	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6627	4Skin_iPS_BioReplica01	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6741	4Skin_iPS_BioReplica01	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6633	IMR90_iPS_BioReplica_02	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6629	4Skin_iPS_BioReplica02	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6742	4Skin_iPS_BioReplica02	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
9590	Hela_01_Lysc	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
9593	Hela_02_Lysc	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
9589	Hela_01_GluC	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
9592	Hela_02_GluC	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
8786	Hela_02_trypsin	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
9591	Hela_01_trypsin	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
8429	Hs_PhosoProteomicScreen	Cancer Cell Lines, Other Female Reproductive Organ	Blasius et al. (2011)	21851590	
6454	bpp_lab_13_epilepsy_bn_1149_96_1de_s12_cam	Brain			
6453	bpp_lab_13_epilepsy_bn_1149_96_1de_pe_cam	Brain			
6452	bpp_lab_12_post_mortem_bn_rz104_gas_phase_cam	Brain			
6451	bpp_lab_12_post_mortem_bn_rz104_4mcg_cam	Brain			
6450	bpp_lab_12_post_mortem_bn_rz104_300mcg_cam	Brain			
6449	bpp_lab_12_post_mortem_bn_rz104_2d-lc_cam	Brain			
6448	bpp_lab_12_post_mortem_bn_rz104_200mcg_cam	Brain			
6447	bpp_lab_12_epilepsy_bn_1149_96_4mcg_cam	Brain			
6446	bpp_lab_12_epilepsy_bn_1149_96_300mcg_cam	Brain			
6445	bpp_lab_12_epilepsy_bn_1149_96_2d-lc_cam	Brain			
6444	bpp_lab_12_epilepsy_bn_1149_96_200mcg_cam	Brain			
6443	bpp_lab_10_post_mortem_bn_rz104_2d-lc-ms-ms_v2_cam	Brain			
6442	bpp_lab_10_post_mortem_bn_rz104_2d-lc-ms-ms_v1_cam	Brain			
6707	CH_FetalLiver_zhangyj	Liver	Ying et al. (2006)	16815949	
6706	CH_FetalLiver_yingwt_sf030415	Liver	Ying et al. (2006)	16815949	
6705	CH_FetalLiver_yingwt_sf030312	Liver	Ying et al. (2006)	16815949	
6704	CH_FetalLiver_yingwt_sf030308	Liver	Ying et al. (2006)	16815949	
6703	CH_FetalLiver_yingwt_sf030219	Liver	Ying et al. (2006)	16815949	
6702	CH_FetalLiver_yingwt_sf030217	Liver	Ying et al. (2006)	16815949	
6701	CH_FetalLiver_yingwat_031027_sfp_ief	Liver	Ying et al. (2006)	16815949	
6700	CH_FetalLiver_yingwat_030930_sfp	Liver	Ying et al. (2006)	16815949	
6699	CH_FetalLiver_wangjl_pm	Liver	Ying et al. (2006)	16815949	
6698	CH_FetalLiver_shir_zhangyj	Liver	Ying et al. (2006)	16815949	
6697	CH_FetalLiver_shir_mac7	Liver	Ying et al. (2006)	16815949	
6696	CH_FetalLiver_shir_m2c8	Liver	Ying et al. (2006)	16815949	
6695	CH_FetalLiver_shir_m2c11	Liver	Ying et al. (2006)	16815949	
6694	CH_FetalLiver_shir_m2c10	Liver	Ying et al. (2006)	16815949	
6693	CH_FetalLiver_shir_m2b9	Liver	Ying et al. (2006)	16815949	
6692	CH_FetalLiver_shir_m2b6	Liver	Ying et al. (2006)	16815949	
6691	CH_FetalLiver_shir_m2b5	Liver	Ying et al. (2006)	16815949	
6690	CH_FetalLiver_shir_m2b4	Liver	Ying et al. (2006)	16815949	
6689	CH_FetalLiver_shir_m2a8	Liver	Ying et al. (2006)	16815949	
6688	CH_FetalLiver_shir_m2a7	Liver	Ying et al. (2006)	16815949	
6687	CH_FetalLiver_shir_m2a6	Liver	Ying et al. (2006)	16815949	
6686	CH_FetalLiver_shir_m2a5	Liver	Ying et al. (2006)	16815949	
6685	CH_FetalLiver_shir_m2a3	Liver	Ying et al. (2006)	16815949	
6681	CH_FetalLiver_haoyw_hf	Liver	Ying et al. (2006)	16815949	
6680	CH_FetalLiver_haoyw_dhf	Liver	Ying et al. (2006)	16815949	
6679	CH_FetalLiver_haoyw_030714_peakdb	Liver	Ying et al. (2006)	16815949	
6678	CH_FetalLiver_haoyw_030709_peakdb	Liver	Ying et al. (2006)	16815949	
6677	CH_FetalLiver_haoyw_030622_peakdb	Liver	Ying et al. (2006)	16815949	
6676	CH_FetalLiver_guolh_tm_sds_030906	Liver	Ying et al. (2006)	16815949	
6675	CH_FetalLiver_guolh_ser	Liver	Ying et al. (2006)	16815949	
6674	CH_FetalLiver_guolh_rer	Liver	Ying et al. (2006)	16815949	
6673	CH_FetalLiver_guolh_pmt_sds_040217	Liver	Ying et al. (2006)	16815949	
6672	CH_FetalLiver_guolh_pmt_sds_030903	Liver	Ying et al. (2006)	16815949	
6671	CH_FetalLiver_guolh_pm_sds_030625	Liver	Ying et al. (2006)	16815949	
6670	CH_FetalLiver_guolh_pm	Liver	Ying et al. (2006)	16815949	
6669	CH_FetalLiver_guolh_pm_3d_scx	Liver	Ying et al. (2006)	16815949	
6668	CH_FetalLiver_guolh_pm_3d_scx_02	Liver	Ying et al. (2006)	16815949	
6667	CH_FetalLiver_guolh_pm3_cnbr	Liver	Ying et al. (2006)	16815949	
6666	CH_FetalLiver_guolh_pm_2d_scx	Liver	Ying et al. (2006)	16815949	
6665	CH_FetalLiver_guolh_pm_2digestion	Liver	Ying et al. (2006)	16815949	
6664	CH_FetalLiver_guolh_mr_sds	Liver	Ying et al. (2006)	16815949	
6734	ChineseAdultLiver_C044	Liver			
6733	ChineseAdultLiver_C042	Liver			
6732	ChineseAdultLiver_C041	Liver			
6731	ChineseAdultLiver_C033	Liver			
6730	ChineseAdultLiver_C032	Liver			
6729	ChineseAdultLiver_C013_SCX6	Liver			
6728	ChineseAdultLiver_C013_SCX5	Liver			
6727	ChineseAdultLiver_C013_SCX4	Liver			
6726	ChineseAdultLiver_C013_SCX3	Liver			
6725	ChineseAdultLiver_C013_SCX2	Liver			
6724	ChineseAdultLiver_C013_SCX1	Liver			
6723	ChineseAdultLiver_C012	Liver			
6441	human_platelets_secreted_undigested	Blood Cells			
6440	human_platelets_secreted_trypic_digest	Blood Cells			
6658	human_platelets_lysate	Blood Cells			
6439	human_pancreas	Pancreas			
6438	human_ovary	Ovary			
6437	human_lung	Lung			
6436	human_heart	Heart			
6435	human_CSF	Cerebrospinal Fluid			
6434	human_breast	Breast			
6433	human_bone	Other Anatomical Entities			
6432	human_adipocyte	Other Anatomical Entities			
6568	phospho_Hs_Tcell_Phospho7	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6567	phospho_Hs_Tcell_Phospho6	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6571	phospho_Hs_Tcell_Phospho5	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6566	phospho_Hs_Tcell_Phospho4	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6565	phospho_Hs_Tcell_Phospho3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6564	phospho_Hs_Tcell_Phospho2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6563	phospho_Hs_Tcell_Phospho1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6562	Nuc_Hs_Tcell_Nuc8	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6561	Nuc_Hs_Tcell_Nuc7	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6560	Nuc_Hs_Tcell_Nuc6	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6559	Nuc_Hs_Tcell_Nuc5	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6558	Nuc_Hs_Tcell_Nuc4	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6557	Nuc_Hs_Tcell_Nuc3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6556	Nuc_Hs_Tcell_Nuc2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6555	Nuc_Hs_Tcell_Nuc1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6554	Mito_Hs_Tcell_Mito3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6553	Mito_Hs_Tcell_Mito2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6552	Mito_Hs_Tcell_Mito1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6551	LM_Hs_Tcell_LightMembrane5	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6550	LM_Hs_Tcell_LightMembrane4	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6549	LM_Hs_Tcell_LightMembrane3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6548	LM_Hs_Tcell_LightMembrane2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6570	HM_Hs_Tcell_HeavyMembrane3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6569	HM_Hs_Tcell_HeavyMembrane2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6547	HM_Hs_Tcell_HeavyMembrane1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6546	cyto_Hs_Tcell_Cyto7	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6545	cyto_Hs_Tcell_Cyto6	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6544	cyto_Hs_Tcell_Cyto5	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6543	cyto_Hs_Tcell_Cyto4	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6542	cyto_Hs_Tcell_Cyto3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6541	cyto_Hs_Tcell_Cyto2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6540	WCL_Hs_Tcell_WholeCellLysate9	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6539	WCL_Hs_Tcell_WholeCellLysate8	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6538	WCL_Hs_Tcell_WholeCellLysate7	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6537	WCL_Hs_Tcell_WholeCellLysate6	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6536	WCL_Hs_Tcell_WholeCellLysate5	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6535	WCL_Hs_Tcell_WholeCellLysate4	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6534	WCL_Hs_Tcell_WholeCellLysate3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6533	WCL_Hs_Tcell_WholeCellLysate2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6532	WCL_Hs_Tcell_WholeCellLysate1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6531	WCL_Hs_Tcell_WholeCellLysate14	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6530	WCL_Hs_Tcell_WholeCellLysate13	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6529	WCL_Hs_Tcell_WholeCellLysate12	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6528	WCL_Hs_Tcell_WholeCellLysate11	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6527	WCL_Hs_Tcell_WholeCellLysate10	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6526	Raft_Hs_Tcell_Raft4	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6525	Raft_Hs_Tcell_Raft3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6524	Raft_Hs_Tcell_Raft2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6523	Raft_Hs_Tcell_Raft1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6522	PM_Hs_Tcell_PlasmaMembrane6	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6521	PM_Hs_Tcell_PlasmaMembrane5	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6520	PM_Hs_Tcell_PlasmaMembrane4	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6519	PM_Hs_Tcell_PlasmaMembrane3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6518	PM_Hs_Tcell_PlasmaMembrane2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6517	PM_Hs_Tcell_PlasmaMembrane1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6516	LM_Hs_Tcell_LightMembrane1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6515	Glyco_Hs_Tcell_Glycoproteins2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6514	Glyco_Hs_Tcell_Glycoproteins1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6513	depletion_Hs_Tcell_depletion9	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6512	depletion_Hs_Tcell_depletion8	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6511	depletion_Hs_Tcell_depletion7	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6510	depletion_Hs_Tcell_depletion4	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6509	depletion_Hs_Tcell_depletion3	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6508	depletion_Hs_Tcell_depletion2	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6507	depletion_Hs_Tcell_depletion1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6506	depletion_Hs_Tcell_depletion19	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6505	depletion_Hs_Tcell_depletion18	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6504	depletion_Hs_Tcell_depletion17	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6503	depletion_Hs_Tcell_depletion16	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6502	depletion_Hs_Tcell_depletion15	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6501	depletion_Hs_Tcell_depletion14	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6500	depletion_Hs_Tcell_depletion13	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6499	depletion_Hs_Tcell_depletion12	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6498	depletion_Hs_Tcell_depletion11	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6497	depletion_Hs_Tcell_depletion10	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6659	cyto_Hs_Tcell_Cyto1	Cancer Cell Lines, Blood	Wu et al. (2007)	17519225	
6431	HsBrain2_PS	Brain			
6430	HsBrain2_S12	Brain			
6429	HsBrain2_PE	Brain			
6428	HsBrain1_S12	Brain			
6427	HsBrain1_PS	Brain			
6426	HsBrain1_PE	Brain			
8500	ABRF_iPRG2010	Other Anatomical Entities			
6753	HumanUrine_IngelZ3b	Urine			
6752	HumanUrine_IngelZ2a	Urine			
6751	HumanUrine_IngelZ1b	Urine			
6750	HumanUrine_IngelS3b	Urine			
6749	HumanUrine_IngelS2b	Urine			
6748	HumanUrine_IngelS1b	Urine			
6482	HsPlasma_IP0113	Blood Plasma			
6481	HsPlasma_IP0112	Blood Plasma			
6480	HsPlasma_IP0111	Blood Plasma			
6479	HsPlasma_IP0089	Blood Plasma			
6478	HsPlasma_IP0083	Blood Plasma			
6477	HsPlasma_IP0050	Blood Plasma			
6476	HsPlasma_IP0049	Blood Plasma			
6475	HsPlasma_IP0027	Blood Plasma			
6474	HsPlasma_IP0021	Blood Plasma			
6473	HsPlasma_IP0018	Blood Plasma			
6747	1D-HumanUrine_Zhang	Urine			
6746	1D-HumanUrine_Shymaa	Urine			
6760	HsaGlomerulus_Hitachi	Kidney			
6759	HsaGlomerulus_GE	Kidney			
6758	HsaGlomerulus_Agilent	Kidney			
6757	HsaGlomerulus_ABI	Kidney			
6756	2D-Miyamoto_Glomerulus	Kidney			
6755	1D-Miyamoto_Glomerulus	Kidney			
6462	HsFlatCell	Cancer Cell Lines, Other Anatomical Entities			
6472	HsPlasma_IP0056	Blood Plasma			
6471	HsPlasma_IP0055	Blood Plasma			
6470	HsPlasma_IP0029	Blood Plasma			
6469	HsPlasma_IP0028	Blood Plasma			
6468	HsPlasma_IP0023	Blood Plasma			
6651	PSE115_PSM1064_human	Placenta	Cox et al. (2009)	19536202	
6718	HLPP_E034	Liver			
6425	PostmortemHuman_FronCortex	Brain			
6424	PPP-2	Blood Plasma			
6423	Trauma_LTQ_NonGlyco_Apr05	Blood Plasma	Liu et al. (2006)	16684767	
6422	Trauma_LTQ_NoCys_Mar05	Blood Plasma	Liu et al. (2006)	16684767	
6421	Trauma_LTQ_Cys_Mar05	Blood Plasma	Liu et al. (2006)	16684767	
6420	Trauma_LTQ_Cys_Apr05	Blood Plasma	Liu et al. (2006)	16684767	
6419	Normal_LTQ_Cys_Dec04	Blood Plasma			
6418	Normal_LCQ_NoCys_Oct04	Blood Plasma			
6417	Normal_LCQ_NoCys_May04	Blood Plasma			
6416	Normal_LCQ_Cys_May04	Blood Plasma			
6710	HLPP_E012	Liver			
6715	HLPP_E025	Liver			
6714	HLPP_E024	Liver			
6713	HLPP_E023	Liver			
6712	HLPP_E022	Liver			
6711	HLPP_E021	Liver			
6709	HLPP_E011	Liver			
6721	HLPP_E042	Liver			
6722	HLPP_E043	Liver			
6720	HLPP_E041	Liver			
6719	HLPP_E035	Liver			
6717	HLPP_E033	Liver			
6716	HLPP_E032	Liver			
6415	HsNormMaleUrine_P07-053C	Urine			
6414	HsNormMaleUrine_P07-050C	Urine			
6413	HsNormFemUrine_1912A	Urine			
6412	HsNormFemUrine_163A	Urine			
6307	HsGlycoPlasma35indiv	Blood Plasma			
6234	HsUrine	Urine			
6649	urine_glycocapture	Urine			
6650	urine_glycocapture	Urine			
6496	2007-08-24_IEF_GeH_LTQ	Blood Plasma			
6624	2007-08-24_SEC_OGE_2-Agilent	Blood Plasma			
6626	2007-08-24_SEC_OGE_2-LTQFT	Blood Plasma			
6625	2007-08-24_SEC_OGE_2-LTQ	Blood Plasma			
6411	H293CoCl2-b3-200ug	Non Cancer Cell Lines			
6410	H293CoCl2-b2-200ug	Non Cancer Cell Lines			
6409	H293CoCl2-b-200ug	Non Cancer Cell Lines			
6408	H293CoCl2-b1-500ug	Non Cancer Cell Lines			
6407	H293CoCl2-b1-200ug	Non Cancer Cell Lines			
6406	H293CoCl2-a-200ug	Non Cancer Cell Lines			
6405	H293b-b-200ug	Non Cancer Cell Lines			
6404	H293b-a-200ug	Non Cancer Cell Lines			
6403	H293b-2nd-g-200ug	Non Cancer Cell Lines			
6402	H293b-2nd-f-200ug	Non Cancer Cell Lines			
6401	H293b-2nd-e-200ug	Non Cancer Cell Lines			
6400	H293b-2nd-d-500ug	Non Cancer Cell Lines			
6399	H293b-2nd-c-500ug	Non Cancer Cell Lines			
6398	H293b-2nd-b-400ug	Non Cancer Cell Lines			
6397	H293b-2nd-a-400ug	Non Cancer Cell Lines			
6396	H293-b-200ug	Non Cancer Cell Lines			
6395	H293-a-200ug	Non Cancer Cell Lines			
6394	07-H293CoCl2-400nL	Non Cancer Cell Lines			
6393	06-H293CoCl2-2uL	Non Cancer Cell Lines			
6392	05-H293CoCl2-4uL	Non Cancer Cell Lines			
6391	04-H293CoCl2-8uL	Non Cancer Cell Lines			
6390	03-H293CoCl2-40uL	Non Cancer Cell Lines			
6389	HEK293-1st-c-200ug	Non Cancer Cell Lines			
6388	hupo55_b1-cit_cam	Blood Plasma			
6387	hupo53_reference_cam	Blood Plasma			
6386	hupo46_reference_cam	Blood Plasma			
6385	hupo46_c1-serum_cam	Blood Plasma			
6384	HUPOPPP33_Deca	Blood Plasma			
6383	hupo17_b1-serum_cam	Blood Plasma			
6382	hupo1_b3-serum_cam	Blood Plasma			
6381	hupo1_b2-serum_cam	Blood Plasma			
6380	hupo1_b2-hep_cam	Blood Plasma			
6379	hupo1_b2-edta_cam	Blood Plasma			
6378	hupo1_b2-cit_cam	Blood Plasma			
6377	hupo1_b1-serum_cam	Blood Plasma			
6376	hupo1_b1-hep_cam	Blood Plasma			
6375	hupo1_b1-edta_cam	Blood Plasma			
6374	hupo1_b1-cit_cam	Blood Plasma			
6373	22_mars	Blood Plasma	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
6372	21_unfract	Blood Plasma	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
6371	20_cys	Blood Plasma	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
6370	19_proteinag	Blood Plasma	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
6369	18_size	Blood Plasma	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
6368	17_wcx	Blood Plasma	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
6367	16_clinprot_c8	Blood Plasma	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
6366	15_clinprot_c3	Blood Plasma	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
6365	01_glyco	Other Anatomical Entities	Paulavich et al. (2007) J Proteome Res. 2007 Feb;6(2):828-36	17269739	
